"Species","1975","1976","1977","1978","1979","1980","1981","1982","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Black-backed Woodpecker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Northern Flicker",0,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0.0101,0.0093,0,0,0,0,0,0,0.0102,0.0105,0,0,0,0,0.019,0,0,0.0563,0.0087,0,0.0099,0.0294,0.0168,0,0.0074
"Northern Flicker (Yellow-shafted)",0,0,0,0,0,0,0,0,0,0,0,0.0086,0,0,0.0111,0.0379,0.0196,0,0.0296,0.0099,0,0,0.0104,0.0197,0,0.0081,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pileated Woodpecker",0,0.011,0,0,0.025,0.026,0,0.0119,0.008,0.0339,0.0165,0.0603,0.0182,0.0103,0.0111,0.019,0.0098,0.0223,0,0.0296,0.0201,0.0186,0,0.0591,0.033,0.0244,0.0476,0.0267,0.0102,0.021,0.0514,0.0423,0.0304,0.0713,0.0569,0.0363,0.0199,0.0657,0.0522,0.1103,0.0394,0.1078,0.1174,0.0348,0.067
"American Kestrel",0.1031,0.0769,0.176,0.1832,0.1375,0.2208,0.2222,0.2381,0.12,0.1864,0.2645,0.2155,0.2186,0.1546,0.1556,0.1043,0.098,0.1116,0.1478,0.1182,0.0503,0.1302,0.114,0.069,0.0769,0.0407,0.0952,0.0533,0.0102,0.042,0.0171,0.0254,0.0228,0.0071,0.0379,0.0091,0.0199,0,0.0174,0.0092,0.0197,0.0294,0,0.007,0
"Merlin",0,0,0,0,0,0,0,0,0,0,0,0.0086,0,0,0,0,0,0,0.0099,0,0.0101,0.0093,0,0,0.011,0,0,0.0089,0,0.0105,0.0171,0.0085,0.0076,0.0071,0.0095,0.0181,0,0.0188,0.0261,0.0184,0,0.0294,0.0419,0.007,0.0298
"Peregrine Falcon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,0,0.0098,0.0084,0,0.0074
"Eastern Phoebe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074
"Northern Shrike",0.0619,0.1319,0.1173,0.0763,0,0.0519,0.0303,0.1071,0.008,0.0593,0.124,0.0345,0.0638,0.0309,0.2,0.1232,0.0196,0.0112,0.0296,0.1478,0.0704,0.0651,0.0311,0.1379,0.0769,0.0325,0.0476,0.0267,0.0102,0.063,0.0428,0.0761,0.0913,0.0428,0.0474,0.0998,0.0298,0.0469,0,0.0276,0,0.049,0.0168,0.007,0.0149
"Gray Jay",0,0,0,0,0,0,0,0.0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blue Jay",1.1031,0.956,0.9286,1.8779,1.4375,1.2208,0.9798,1.1667,0.84,1.5593,2.7521,1.6897,2.2495,1.433,1.4333,0.9289,1.6275,1.9085,1.6552,2.1084,0,1.4326,1.057,2.3251,2.3956,1.2846,2.019,0.7022,1.0382,2.0892,1.1991,1.8943,1.6654,1.262,1.9526,1.5238,1.2407,1.7934,1.1478,1.6184,1.6256,2.2843,1.1237,0.487,2.0186
"American Crow",0.8144,0.4286,0.7429,0.4885,1.35,1.026,0.7778,1.4643,1.184,1.0085,1.6198,1.9224,2.3042,3.0722,4.9889,6.654,4.9902,2.8906,6.3842,7.0049,8.603,6.0558,14.456,25.0148,10.7033,10.1707,9.6476,7.5822,10.9517,14.3727,7.015,10.0465,6.3346,7.2585,8.3791,6.9206,5.737,5.3615,5.513,5.646,6.0394,7.7549,4.8386,2.7687,3.7169
"Common Raven",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095,0,0.0305,0.021,0,0.0169,0.038,0.0071,0.0379,0.0544,0.0695,0.1033,0.113,0.1563,0.1084,0.3824,0.1677,0.2296,0.3203
"Horned Lark",0,0.5495,0,0.229,0.0125,0,0.2525,0.2381,0,0.4407,0.0496,0.2414,0.5829,1.2577,0,0.0284,0,0,0.1182,0.3645,0.0402,0.8372,0.2591,0,0.0659,0.1707,0.1238,0.1422,0.0814,0.5249,0.0086,0.0338,0.0076,0.0357,0.1801,0,0,0.0094,0,0,0.0099,0,0.0168,0.0557,0.0074
"Black-capped Chickadee",7.7835,3.8571,5.0831,5.8321,9.5125,9.3117,6.9899,8.2381,4.168,5.7203,10.3471,6.9224,9.4171,7.6495,7.6444,6.8436,9.7451,14.8549,8.6502,8.0394,8.7739,8.586,11.0259,12.3251,8.5714,10.2846,8.9524,8.1956,7.2061,10.8661,8.7709,6.5285,8.9049,7.1872,8.7299,7.4376,8.8635,6.9202,9.0435,9.1862,5.064,7.9804,7.1447,5.0296,7.0093
"Boreal Chickadee",0.0103,0,0,0,0,0,0,0,0,0,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tufted Titmouse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Red-breasted Nuthatch",0.0515,0.044,0.0391,0,0.0125,0.026,0.0606,0.0238,0.016,0.0593,0.1074,0.0948,0.0182,0.134,0.1667,0.1137,0.1961,0.4576,0.069,0.1281,0.1005,0.1116,0.0415,0.1379,0.1978,0.1545,0.0857,0.2222,0.0916,0.2415,0.2398,0.2706,0.4791,0.1711,0.1706,0.3175,0.5757,0.3286,0.487,0.3494,0.2167,0.4118,0.3187,0.1739,0.6034
"White-breasted Nuthatch",0.6082,0.1648,0.4008,0.229,0.3625,0.4156,0.3535,0.2381,0.096,0.5085,0.5124,0.5172,0.5191,0.5361,0.3556,0.2938,0.4216,0.8371,0.335,0.5813,0.3216,0.5023,0.1658,0.7882,0.1978,0.6504,0.2381,0.4267,0.2646,0.8084,0.1456,0.8964,0.3422,0.5348,0.6066,0.381,0.4764,0.2347,0.5652,0.8828,0.6601,0.6667,0.6876,0.2991,0.6257
"Brown Creeper",0,0.0659,0.0391,0.0153,0.025,0.0779,0.0404,0.1905,0.064,0.0424,0.0496,0.0345,0.0638,0.0825,0.0444,0.0664,0.1471,0.1897,0.1379,0.0493,0.1106,0.1953,0.0725,0.0887,0.0769,0.1382,0.1048,0.0622,0.0305,0.063,0.137,0.0592,0.0837,0.0998,0.0853,0.0454,0.0794,0.0939,0.0957,0.0552,0.1281,0.0882,0.1174,0.1113,0.0596
"Winter Wren",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284,0,0.0099,0.0094,0.0348,0.0276,0.0394,0.049,0.0503,0.0209,0.067
"Pacific/Winter Wren",0.0206,0,0,0,0,0,0,0.0357,0.008,0.0339,0.0248,0.0259,0.0091,0.0103,0.0111,0,0.0098,0.067,0.0493,0.0394,0.0101,0.0093,0.0311,0.0493,0.0879,0.0325,0.0571,0.0178,0.0102,0.0735,0.0171,0.0423,0.0456,0.0285,0,0,0,0,0,0,0,0,0,0,0
"Carolina Wren",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0.0093,0,0,0,0,0,0.0267,0,0,0,0,0,0,0.0095,0,0,0.0094,0,0,0.0099,0,0,0,0
"Golden-crowned Kinglet",0.0412,0.6484,0.0196,0.0916,0.2875,0.026,0.1111,0.9405,0.552,0.4492,0.2479,0.431,0.1548,0.7423,0.5,0.1896,0.3529,0.3237,0.7389,0.1675,0.0603,0.4279,0.829,0.2069,0.4945,0.1789,0.4381,0.1244,0.1527,0.2205,0.1627,0.1268,0.3802,0.1569,0.5877,0,0.1787,0.2817,0.4435,0.1287,0.2463,0.5098,0.1509,0.2157,0.1713
"Ruby-crowned Kinglet",0,0,0.0196,0,0.025,0,0,0,0.008,0,0,0.0345,0,0,0,0,0.0098,0,0,0,0.0101,0,0,0,0,0,0,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eastern Bluebird",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428,0,0,0,0,0,0,0.0469,0,0,0.1576,0.0196,0,0,0.0521
"Townsend's Solitaire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swainson's Thrush",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hermit Thrush",0,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0.0099,0,0,0.0095,0,0,0.0105,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0
"American Robin",0.1134,0.011,0.0196,0.0458,0.2375,0.1818,0.0101,0.0357,0.04,0.2881,0.0579,0.4655,0.1366,0.299,0.1333,0.1706,0.2941,0.1116,2.4039,0.1379,0.0603,2.5953,8.2073,6.8966,2.0549,0.2033,2.4571,0.4711,3.2468,3.0551,1.3362,0.8203,1.3308,0.6702,1.0521,2.3673,0.7841,1.2488,0.313,0.8644,11.8325,3.0294,0.0922,0.5426,1.7803
"Varied Thrush",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gray Catbird",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087,0,0,0,0,0,0
"Brown Thrasher",0,0,0,0,0,0,0,0,0,0,0,0,0.0091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Northern Mockingbird",0,0,0,0,0.0125,0,0,0,0,0,0,0,0.0091,0.0103,0,0,0,0,0,0,0,0,0.0104,0,0,0,0,0,0,0,0,0.0085,0,0.0214,0.019,0,0.0099,0.0094,0.0087,0,0,0,0,0.007,0
"European Starling",76.4639,10.7363,83.4702,17.5878,11.25,8.8182,10.9091,12.7143,10.16,5.0339,19.1736,18.9224,24.1894,30.7526,26.5889,16.3223,20.2353,18.5826,49.1823,20.8966,23.4975,34.2419,52.0311,66.0493,23.989,23.6179,29.0095,6.64,2.0865,21.4488,40.848,10.9937,12.4411,15.0446,9.1659,27.2744,12.9132,8.3756,9.6783,6.6759,10.2956,16.6373,3.9329,7.3878,12.3724
"Bohemian Waxwing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112,0,2.335,0,0.0651,0,0,0,0,0,0,0,0,0,2.6047,0,0,3.4692,0,0.139,0,0,0,0,0,0.4864,0,0.0298
"Cedar Waxwing",0,0,0.4203,1.313,3.375,0.9221,0.1414,0.2619,0.656,0.3644,0.876,1.9052,3.1148,2,0.6333,2.6445,2,1.7076,2.5517,0.4138,3.799,3.7209,0.6528,2.7783,5.9011,0.3821,5.7048,5.2,0.9669,2.5197,0.6424,1.8774,1.962,1.1266,1.8483,1.7868,2.2432,0.8638,2.2087,1.177,5.734,0.3529,0.3941,0.5843,0.9311
"Lapland Longspur",0,0,0,0,0,0,0.0505,0,0,0,0,0,0,0.0103,0,0,0,0.0112,0,0,0.0101,0,0,0,0,0.0081,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0,0
"Snow Bunting",0.7216,1.0989,11.7302,1.0687,0.0125,2.4805,2.2222,0,0,0.9237,1.843,5.6983,2.0401,11.3299,0.7889,7.9716,0.0098,0,0.7389,5.1921,5.3266,0.9302,6.3109,0.7685,1.1319,4.065,0,0.5778,0.855,3.6955,0.0171,4.4736,1.4221,2.2103,4.5498,3.1565,2.1836,2.0469,0,0.8276,4.6404,1.2157,0.0671,0.2017,0
"Orange-crowned Warbler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099,0,0,0,0,0,0,0,0
"Common Yellowthroat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
"Palm Warbler",0,0,0,0,0,0,0,0,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pine Warbler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0,0
"Yellow-rumped Warbler (Myrtle)",0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0.0103,0,0,0,0.0112,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0,0.0099,0,0,0,0,0,0,0,0
"American Tree Sparrow",2.4948,7.7253,3.9492,3.2366,2.725,5.4416,2.3232,3.619,1.512,4.5085,3.405,2.9397,4.2168,3.2062,2.0778,2.2275,1.6961,3.5938,2.2463,4.0394,3.5779,2.3442,2.3731,3.399,3.2527,0.878,1.2095,2.3556,3.1552,4.5774,1.3619,0.8541,2.0304,1.9679,4.5592,1.9864,3.3548,2.9671,1.3217,2.5563,3.0936,1.9314,0.4528,0.5009,1.7803
"Chipping Sparrow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0,0,0,0,0.0094,0,0,0,0.0098,0,0,0
"Field Sparrow",0,0,0,0,0,0,0.0101,0.0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lark Sparrow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fox Sparrow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0,0,0,0,0,0,0,0.0099,0,0,0,0.0074
"Dark-eyed Junco",0,0,0,0,0,0,0,0,3.32,3.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5447,0,9.4933,5.2417,0,3.1863,3.0698,5.019,2.5526,4.8152,3.8912,4.0893,8.1408,3.0348,0,9.5862,8.1863,0,2.4696,2.6741
"Dark-eyed Junco (Slate-colored)",2.6598,3.3736,2.6882,2.5496,4.275,2.8961,1.5859,2.6905,0,0,3.8347,1.9741,2.9508,3.5464,2.0111,2.6825,2.0588,2.0536,2.2562,1.9901,3.2362,2.8558,4.1658,4.601,3.8132,0,3.9143,0,0,6.2992,0,0,0,0,0,0,0,0,0,3.8897,0,0,3.4885,0,0
"Dark-eyed Junco (Oregon)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"White-crowned Sparrow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0,0,0,0,0,0.0087,0,0,0,0,0,0
"White-throated Sparrow",0,0.0989,0.0098,0,0.175,0.026,0,0.0119,0,0,0,0,0.0091,0.0103,0,0,0.0392,0.0112,0.0296,0.0394,0.0201,0.0372,0,0.0099,0.011,0.0081,0.019,0.0978,0.0611,0.084,0.0257,0.0507,0.0608,0.0428,0.0284,0.0363,0.0099,0.0282,0.0174,0.046,0.1084,0.0588,0.0755,0.0487,0.067
"Vesper Sparrow",0,0,0,0,0,0,0,0,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savannah Sparrow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Song Sparrow",0.0825,0.0989,0.0684,0.1374,0.1,0.2987,0.0202,0.1548,0.112,0.0847,0.0165,0.1638,0.1093,0.0412,0.0444,0.0664,0.0588,0.1004,0.1379,0.0985,0.0704,0.1395,0.0207,0.0493,0.022,0.0163,0.1048,0.0444,0,0.042,0.06,0.0338,0.0228,0.0214,0.0569,0.0272,0.0298,0.0469,0.0174,0.046,0.069,0.0588,0.0587,0.0487,0.0968
"Swamp Sparrow",0.0206,0.011,0,0,0,0.1039,0.0101,0,0.016,0.0508,0.0083,0.1121,0.0182,0.0206,0.0444,0.0853,0.0784,0.1786,0.0394,0.0887,0.0201,0.0186,0,0.0394,0.033,0.0163,0.0857,0.0622,0,0.021,0.0257,0.0169,0.0228,0.0071,0.0569,0.0544,0.0496,0.0188,0.0522,0.0368,0.0197,0.0098,0.0587,0.0278,0.149
"Eastern Towhee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0,0,0,0,0,0,0,0.0099,0.0098,0.0084,0,0
"Spotted/Eastern Towhee (Rufous-sided Towhee)",0,0,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Northern Cardinal",0.433,1.033,0.4399,0.7023,0.8625,0.5065,0.7778,0.7024,0.28,0.6949,0.9008,0.8276,0.9654,0.6804,0.7889,0.6825,0.6078,0.8482,0.9557,0.798,1.0553,0.7814,1.0259,1.0542,1.2527,0.9187,0.7238,0.9244,1.2723,1.0814,0.6852,1.1924,1.308,0.8984,1.2417,0.9433,1.3201,0.8732,0.8087,1.3333,1.1232,1.3333,0.8134,0.633,1.2439
"Red-winged Blackbird",1.5464,0,0.0098,0,0,0,0,0,0.008,0,0,0.0086,0,0,0,0,0,0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522,0.0184,0,0.0098,0,0,0.0074
"Western/Eastern Meadowlark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rusty Blackbird",0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0.0112,0,0,0,0,0,0,0,0.0732,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Common Grackle",0.0722,0.011,0.0293,0,0,0.013,0.0303,0.0119,0,0.0169,0.0083,0,0,0,0.0111,0,0,0,0,0,0.0101,0,0,0.0197,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0.0074
"Brown-headed Cowbird",309.2784,0.3736,155.2297,0.0153,0.0125,0,0.6061,0.0119,0.024,0,0.0083,0,0,0.0619,0,0,0,0,0.0493,0,0.1005,0,0,0.0493,0.0769,0,0.019,0.0444,0,0.0105,0,0,0.0076,0,0,0,0,0,0,0.0184,0,0.0392,0,0,0
"blackbird sp.",0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pine Grosbeak",2.6804,0,0.3226,0,0,0.2857,0.6263,0,0,0.8559,0,0.0431,0,0,0,0,0,0.6808,0,0.3941,0,0.093,0,0,0,0.0081,0,0,0,0,0,0.9218,0,0,0,0,0,0,0,0,0,0,0,0,0.0298
"House Finch",0,0,0,0,0,0,0,0,0.016,0.2034,0.7025,0.7931,1.439,0.9485,3.8889,2.5403,2.1667,3.8728,5.468,5.4778,3.809,1.5907,2.7668,3.4187,2.1209,1.5528,2.2381,1.5111,0.631,0.9974,0.2912,1.666,1.2852,0.7986,0.7109,1.415,0.4467,0.7887,0.5565,0.6529,0.4729,0.5882,0.4528,0.1948,0.0521
"Purple Finch",0,0.011,0.0098,0.8855,0.0125,0.0779,0.0606,0.5,0.264,0,0.281,0.0345,0.2277,0.0206,0,0.2654,0.2353,0.1228,0.0788,0,0.0503,0.0093,0,0.2266,0.1538,0.0244,0,0.0089,0.1527,0.084,0.0086,0,0,0,0.0095,0.4354,0,0,0.0087,0.0184,0.0099,0.0196,0.0084,0,0.0372
"Haemorhous sp.",0,0,0,0,0,0,0,0,0,0.0339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Red Crossbill",0,0,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521
"White-winged Crossbill",0.0515,0,0,0,0,0,0,0,0,0,0,0,0,0.1134,0,0,0,0,0.0099,0,0,0.0093,0,0,0,0,0,0,0,0,0,0,4.4563,0,0.0095,0.1995,0,0,0,0,0,0,0.0084,0,0.0372
"Common Redpoll",1.0206,0.2198,0.4008,0,0,0.2597,3.0707,0,0,4.7203,6.8182,0.8966,0,0.0515,0,0.0948,0,5.1674,0,1.0542,0,3.814,0,1.1133,0,4.0488,0,1.1289,0.2137,0.1575,0,10.8753,0.0456,0,0.0284,0,4.1489,0,0.0087,0,0,0,1.3249,0.2574,3.8883
"Hoary Redpoll",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"redpoll sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pine Siskin",0.567,0,0.0196,0,0,0.987,1.0404,0,0,0.1356,0.9835,1.6983,0,0.9794,0,0.2275,0,0,0,0,0,0.3814,0,0.2857,0.6154,0.2033,0,0.4533,0.0814,0.9029,0,0.0507,2.3042,0,0.1422,1.9683,0.3077,0,0.0174,0.0276,0.0197,2.0784,0.0755,0,4.1862
"American Goldfinch",1.9897,0.8462,3.1085,5.0534,1.9875,2.1688,1.4949,1.8095,4.952,2.9492,3.7355,2.5948,2.7505,2.6907,1.4889,3.545,2.0098,0.5246,2.2167,1.9015,4.2714,2.8,1.9793,2.3153,0,2.7561,2.4571,3.1556,3.9186,6.9081,3.606,3.4249,7.1483,2.4242,3.9526,5.9501,2.8288,5.6244,2,4.0184,3.6355,5.402,1.6771,1.6974,2.7858
"Evening Grosbeak",2.2474,0.011,4.8387,0.3206,2.6,2.013,3,0.0476,0,2.4915,1.6116,0.819,0.0182,0.1959,1.0889,0.1896,0,0.3013,0,0.1773,0,0.0372,0.0104,0.0197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0,0.0596
"House Sparrow",5.0928,5.1099,6.8231,3.1908,7.8125,9.987,16.8687,10.6548,6.832,11.2627,9.9091,7.0086,10.3643,7.5361,12.1111,5.6493,3.5882,4.7656,9.1823,3.9113,5.4271,3.5814,4.7358,2.6798,4.0769,1.3984,1.6095,1.1111,1.1807,1.7743,2.9807,2.7822,2.9354,3.6506,2.5877,2.2948,1.2804,3.5399,1.4522,2.2713,2.2167,3.0686,1.7526,0.8765,0.4618